snp_chr	snp_pos	snp	peak_chr	peak_start	peak_end	disease.trait	pubmedid	reported.gene.s.	mapped_gene	strongest.snp.risk.allele	context	risk.allele.frequency	p.value	study.accession	Multiple
chr19	18419351	rs28375303	chr19	18419060	18419561	Monocyte count	27863252	SSBP4	SSBP4	rs28375303-G	5_prime_UTR_variant	0.3295	2e-10	GCST004625	FALSE
chr20	44210980	rs4142441	chr20	44210483	44211306	Monocyte count	27863252	OSER1-AS1	OSER1-AS1, OSER1	rs4142441-G	non_coding_transcript_exon_variant	0.154	4e-11	GCST004625	FALSE
chr20	44210980	rs4142441	chr20	44210483	44211306	Granulocyte percentage of myeloid white cells	27863252	OSER1-AS1	OSER1-AS1, OSER1	rs4142441-G	non_coding_transcript_exon_variant	0.1541	2e-20	GCST004608	FALSE
chr20	44210980	rs4142441	chr20	44210483	44211306	Monocyte percentage of white cells	27863252	OSER1-AS1	OSER1-AS1, OSER1	rs4142441-G	non_coding_transcript_exon_variant	0.154	3e-19	GCST004609	FALSE
chr6	26285639	rs3999544	chr6	26285040	26285908	Lung cancer	28604730	HIST1H4H	HIST1H4H - TRX-CAT1-3	rs3999544-C	regulatory_region_variant	0.438659584	1e-10	GCST004748	FALSE
chr6	27791336	rs35037868	chr6	27791136	27791665	Lung cancer	28604730	LOC100131289, HIST1H2BL	RSL24D1P1 - TRQ-CTG6-1	rs35037868-C	regulatory_region_variant	0.076657538	2e-10	GCST004748	FALSE
chr6	26328125	rs34107459	chr6	26327903	26328426	Squamous cell lung carcinoma	28604730	HIST1H4H, BTN3A2	LOC101928743	rs34107459-C	regulatory_region_variant	0.073714125	1e-10	GCST004750	FALSE
chr10	100186276	rs28372851	chr10	100185744	100186441	Squamous cell lung carcinoma	28604730	ERLIN1	ERLIN1 - CHUK	rs28372851-A	5_prime_UTR_variant	0.042268249	5e-7	GCST004750	FALSE
chr6	26568907	rs36162392	chr6	26568574	26569101	Lung cancer in ever smokers	28604730	HMGN4, ABT1	TRY-GTA1-1	rs36162392-C	regulatory_region_variant	0.085603567	6e-7	GCST004749	FALSE
chr2	241355498	rs3755397	chr2	241355357	241356528	Eosinophil percentage of white cells	27863252	FARP2, AC005104.3	SEPT2 - FARP2	rs3755397-G	regulatory_region_variant	0.0976	6e-14	GCST004600	FALSE
chr2	241355498	rs3755397	chr2	241355357	241356528	Eosinophil counts	27863252	FARP2, AC005104.3	SEPT2 - FARP2	rs3755397-G	regulatory_region_variant	0.0977	2e-15	GCST004606	FALSE
chr2	241355498	rs3755397	chr2	241355357	241356528	Chronic lymphocytic leukemia	28165464	FARP2	SEPT2 - FARP2	rs3755397-G	regulatory_region_variant	NR	9e-12	GCST004146	FALSE
chr2	241355498	rs3755397	chr2	241355357	241356528	Sum eosinophil basophil counts	27863252	FARP2, AC005104.3	SEPT2 - FARP2	rs3755397-G	regulatory_region_variant	0.0977	2e-15	GCST004624	FALSE
chr2	241355498	rs3755397	chr2	241355357	241356528	Eosinophil percentage of granulocytes	27863252	FARP2, AC005104.3	SEPT2 - FARP2	rs3755397-G	regulatory_region_variant	0.0976	3e-13	GCST004617	FALSE
chr2	241355498	rs3755397	chr2	241355357	241356528	Neutrophil percentage of granulocytes	27863252	FARP2, AC005104.3	SEPT2 - FARP2	rs3755397-G	regulatory_region_variant	0.0976	7e-14	GCST004623	FALSE
chr6	30102205	rs1111180	chr6	30101896	30102397	Eosinophil percentage of white cells	27863252	TRIM31-AS1	RNF39 - TRIM31	rs1111180-C	regulatory_region_variant	0.5667	4e-37	GCST004600	FALSE
chr6	30102205	rs1111180	chr6	30101896	30102397	Eosinophil percentage of granulocytes	27863252	TRIM31-AS1	RNF39 - TRIM31	rs1111180-C	regulatory_region_variant	0.5666	2e-35	GCST004617	FALSE
chr6	42548053	rs16895831	chr6	42547238	42548494	Eosinophil percentage of white cells	27863252	intergenic	RPL36AP5 - UBR2	rs16895831-T	regulatory_region_variant	0.2033	3e-12	GCST004600	FALSE
chr6	42548053	rs16895831	chr6	42547238	42548494	Sum neutrophil eosinophil counts	27863252	intergenic	RPL36AP5 - UBR2	rs16895831-T	regulatory_region_variant	0.2033	7e-9	GCST004613	FALSE
chr6	42548053	rs16895831	chr6	42547238	42548494	Sum basophil neutrophil counts	27863252	intergenic	RPL36AP5 - UBR2	rs16895831-T	regulatory_region_variant	0.2032	3e-10	GCST004620	FALSE
chr6	42548053	rs16895831	chr6	42547238	42548494	Eosinophil percentage of granulocytes	27863252	intergenic	RPL36AP5 - UBR2	rs16895831-T	regulatory_region_variant	0.2032	1e-13	GCST004617	FALSE
chr6	42548053	rs16895831	chr6	42547238	42548494	Granulocyte percentage of myeloid white cells	27863252	intergenic	RPL36AP5 - UBR2	rs16895831-T	regulatory_region_variant	0.2033	7e-12	GCST004608	FALSE
chr6	42548053	rs16895831	chr6	42547238	42548494	Monocyte percentage of white cells	27863252	intergenic	RPL36AP5 - UBR2	rs16895831-T	regulatory_region_variant	0.2033	3e-10	GCST004609	FALSE
chr6	42548053	rs16895831	chr6	42547238	42548494	Neutrophil percentage of white cells	27863252	intergenic	RPL36AP5 - UBR2	rs16895831-T	regulatory_region_variant	0.2033	2e-10	GCST004633	FALSE
chr6	42548053	rs16895831	chr6	42547238	42548494	Neutrophil count	27863252	intergenic	RPL36AP5 - UBR2	rs16895831-T	regulatory_region_variant	0.2033	1e-10	GCST004629	FALSE
chr6	42548053	rs16895831	chr6	42547238	42548494	Neutrophil percentage of granulocytes	27863252	intergenic	RPL36AP5 - UBR2	rs16895831-T	regulatory_region_variant	0.2032	2e-12	GCST004623	FALSE
chr14	35413286	rs8020739	chr14	35413101	35413673	Eosinophil percentage of white cells	27863252	intergenic	NFKBIA - DNAJC8P1	rs8020739-T	TF_binding_site_variant	0.643	3e-12	GCST004600	FALSE
chr14	35413286	rs8020739	chr14	35413101	35413673	Eosinophil percentage of granulocytes	27863252	intergenic	NFKBIA - DNAJC8P1	rs8020739-T	TF_binding_site_variant	0.643	1e-10	GCST004617	FALSE
chr14	35413286	rs8020739	chr14	35413101	35413673	Neutrophil percentage of granulocytes	27863252	intergenic	NFKBIA - DNAJC8P1	rs8020739-T	TF_binding_site_variant	0.6429	3e-9	GCST004623	FALSE
chr19	1104079	rs4807542	chr19	1103653	1104181	Eosinophil percentage of white cells	27863252	GPX4	GPX4	rs4807542-A	synonymous_variant	0.1694	5e-15	GCST004600	FALSE
chr19	1104079	rs4807542	chr19	1103653	1104181	Eosinophil counts	27863252	GPX4	GPX4	rs4807542-A	synonymous_variant	0.1694	1e-11	GCST004606	FALSE
chr19	1104079	rs4807542	chr19	1103653	1104181	Sum eosinophil basophil counts	27863252	GPX4	GPX4	rs4807542-A	synonymous_variant	0.1694	2e-9	GCST004624	FALSE
chr19	1104079	rs4807542	chr19	1103653	1104181	Eosinophil percentage of granulocytes	27863252	GPX4	GPX4	rs4807542-A	synonymous_variant	0.1693	3e-11	GCST004617	FALSE
chr19	1104079	rs4807542	chr19	1103653	1104181	Neutrophil percentage of granulocytes	27863252	GPX4	GPX4	rs4807542-A	synonymous_variant	0.1693	5e-9	GCST004623	FALSE
chr19	48955005	rs4645881	chr19	48954668	48955169	Eosinophil counts	27863252	BAX	BAX	rs4645881-T	non_coding_transcript_exon_variant	0.8535	1e-10	GCST004606	FALSE
chr19	48955005	rs4645881	chr19	48954668	48955169	Sum eosinophil basophil counts	27863252	BAX	BAX	rs4645881-T	non_coding_transcript_exon_variant	0.8535	1e-11	GCST004624	FALSE
chr19	48955005	rs4645881	chr19	48954668	48955169	Neutrophil percentage of granulocytes	27863252	BAX	BAX	rs4645881-T	non_coding_transcript_exon_variant	0.8535	3e-9	GCST004623	FALSE
chr3	128617455	rs2492286	chr3	128617376	128618167	Eosinophil counts	27863252	RPN1	LINC01565 - RPN1	rs2492286-T	regulatory_region_variant	0.1543	4e-18	GCST004606	FALSE
chr3	169769713	rs9811216	chr3	169769396	169769897	Eosinophil counts	27863252	ACTRT3	ACTRT3	rs9811216-C	5_prime_UTR_variant	0.2616	2e-12	GCST004606	FALSE
chr3	169769713	rs9811216	chr3	169769396	169769897	Sum eosinophil basophil counts	27863252	ACTRT3	ACTRT3	rs9811216-C	5_prime_UTR_variant	0.2616	9e-11	GCST004624	FALSE
chr3	169769713	rs9811216	chr3	169769396	169769897	Neutrophil percentage of granulocytes	27863252	ACTRT3	ACTRT3	rs9811216-C	5_prime_UTR_variant	0.2615	6e-14	GCST004623	FALSE
chr1	184861124	rs34199165	chr1	184860905	184861410	Cough in response to angiotensin-converting enzyme inhibitor drugs	28084903	FAM129A	FAM129A	rs34199165-?	intron_variant	NR	4e-7	GCST004049	FALSE
chr2	157922313	rs4130274	chr2	157922282	157922787	Severe gingival inflammation	28459102	UPP2	LOC105373714 - LOC100130766	rs4130274-?	intron_variant	NR	5e-6	GCST004198	FALSE
chr5	68187904	rs6449957	chr5	68187421	68187922	Cleft lip with or without cleft palate	28054174	PIK3R1	EEF1B2P2 - LOC102467655	rs6449957-?	regulatory_region_variant	NR	2e-7	GCST004050	FALSE
chr5	16617813	rs75869162	chr5	16617572	16618073	Urate levels	28270201	FAM134B	LOC101929524	rs75869162-A	splice_region_variant	0.0054	2e-8	GCST004211	FALSE
chr6	26183874	rs7766641	chr6	26183129	26184175	Height	28270201	HIST1H2BE	HIST1H2BE	rs7766641-A	missense_variant	0.2551	3e-13	GCST004212	FALSE
chr7	116560326	rs1049334	chr7	116560220	116560721	Atrial fibrillation	28416822	CAV1	CAV1	rs1049334-G	3_prime_UTR_variant	0.71	2e-14	GCST004373	FALSE
chr1	65687680	rs4655582	chr1	65687614	65688130	Fibrinogen levels	28107422	LEPR, PDE4B	LEPR - RN7SL854P	rs4655582-?	regulatory_region_variant	NR	5e-11	GCST004122	FALSE
chr16	28846324	rs7187776	chr16	28846236	28846888	Hip circumference adjusted for BMI	25673412	TUFM	TUFM	rs7187776-A	5_prime_UTR_variant	0.5907	4e-8	GCST004067	FALSE
chr11	96014174	rs7107785	chr11	96014104	96014605	Non-glioblastoma glioma	28346443	MAML2	MAML2	rs7107785-T	intron_variant	0.479	4e-10	GCST004348	FALSE
chr8	60967385	rs142143628	chr8	60967126	60968022	Venous thromboembolism adjusted for sickle cell variant rs77121243-T	28203683	LOC100130298	LOC100130298	rs142143628-T	intron_variant	0.0103	4e-8	GCST004068	FALSE
chr15	100661399	rs4299136	chr15	100661140	100661641	Vertical cup-disc ratio	28073927	ASB7	ASB7 - LOC105371024	rs4299136-C	intergenic_variant	NR	2e-9	GCST004075	FALSE
chr5	172765347	rs114503346	chr5	172765108	172765816	Vertical cup-disc ratio	28073927	DUSP1	LOC401218 - DUSP1	rs114503346-T	intron_variant	NR	5e-9	GCST004075	FALSE
chr7	143391730	rs1804527	chr7	143391346	143391847	Blood protein levels	28240269	NR	EPHA1	rs1804527-?	synonymous_variant	NR	5e-67	GCST004365	FALSE
chr19	40777460	rs2233159	chr19	40777243	40778320	Blood protein levels	28240269	NR	MIA-RAB4B, MIA	rs2233159-?	3_prime_UTR_variant	NR	1e-69	GCST004365	FALSE
chr3	146921799	rs200803778	chr3	146921553	146922143	Triglyceride change in response to fenofibrate in statin-treated type 2 diabetes	28736931	LOC101927866	PLSCR5 - LOC101927866	rs200803778-?	intron_variant	NR	7e-7	GCST004766	FALSE
chr12	69694564	rs75229567	chr12	69694061	69694577	Triglyceride change in response to fenofibrate in statin-treated type 2 diabetes	28736931	BEST3	BEST3	rs75229567-?	intron_variant	NR	9e-7	GCST004766	FALSE
chr2	55617974	rs10200159	chr2	55617381	55618146	Vitiligo	27723757	PPP4R3B	LOC107985885	rs10200159-C	non_coding_transcript_exon_variant	0.05655	4e-19	GCST004785	FALSE
chr1	8424763	rs301807	chr1	8424493	8424994	Vitiligo	27723757	RERE	LOC102724552, RERE	rs301807-A	intron_variant	0.4473	4e-15	GCST004785	FALSE
chr1	8424763	rs301807	chr1	8424493	8424994	Sum eosinophil basophil counts	27863252	RERE, RP5-1115A15.1	LOC102724552, RERE	rs301807-G	intron_variant	0.5821	3e-11	GCST004624	FALSE
chr6	166956742	rs2247314	chr6	166956375	166956876	Vitiligo	27723757	RNASET2, FGFR1OP, CCR6	RNASET2 - LOC105378120	rs2247314-T	intron_variant	0.6658	2e-18	GCST004785	FALSE
chr2	9262859	rs2666218	chr2	9262499	9263000	Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)	26974007	ASAP2	ASAP2	rs2666218-?	intron_variant	NR	9e-10	GCST005537	FALSE
chr6	31272025	rs116108880	chr6	31271921	31272422	IgG galactosylation phenotypes (multivariate analysis)	28878392	HLA-B, HLA-C	HLA-C	rs116108880-G	missense_variant	0.6	8e-10	GCST004927	FALSE
chr7	142775173	rs144184641	chr7	142774885	142775386	Alcoholic chronic pancreatitis	28754779	PRSS3P2, WBP1LP1, TRBJ2-1, TRBJ2-2, PRSS3P1, TRBJ2-2P, TRBJ2-3, TRBJ2-4, TRBJ2-5, TRBJ2-6, TRBJ2-7, TRBC2, PRSS1, TRBV30, TRBV29-1	TRB	rs144184641-?	regulatory_region_variant	NA	7e-19	GCST004860	FALSE
chr7	142776454	rs149506335	chr7	142776061	142776898	Alcoholic chronic pancreatitis	28754779	PRSS3P2, WBP1LP1, TRBJ2-1, TRBJ2-2, TRBJ2-2P, TRBJ2-3, TRBJ2-4, TRBJ2-5, TRBJ2-6, TRBJ2-7, PRSS3P1, TRBC2, PRSS1, TRBV30, TRBV29-1	TRB	rs149506335-?	TF_binding_site_variant	NA	2e-18	GCST004860	FALSE
chr13	106535786	rs74576663	chr13	106535405	106536060	Ankle injury	28957384	NR	EFNB2 - ARGLU1	rs74576663-G	regulatory_region_variant	NR	5e-6	GCST004952	FALSE
chr10	102245653	rs2296887	chr10	102245026	102245757	Parkinson's disease	28892059	NR	GBF1	rs2296887-C	5_prime_UTR_variant	NR	2e-7	GCST004902	FALSE
chr9	17579692	rs13294100	chr9	17579420	17579921	Parkinson's disease	28892059	SH3GL2	SH3GL2	rs13294100-G	intron_variant	0.629	5e-13	GCST004902	FALSE
chr10	30812814	rs1417569	chr10	30812388	30813003	Tuberculosis	29036319	NR	LOC105376480 - ZNF438	rs1417569-?	regulatory_region_variant	NR	4e-6	GCST004922	FALSE
chr12	56041720	rs705705	chr12	56041402	56042407	Type 1 diabetes	25751624	IKZF4	LOC105369780	rs705705-C	non_coding_transcript_exon_variant	0.34	4e-32	GCST005536	FALSE
chr16	11257354	rs193778	chr16	11257127	11257628	Type 1 diabetes	25751624	DEXI	LOC105371082	rs193778-G	intron_variant	0.25	4e-10	GCST005536	FALSE
chr17	78187152	rs144204502	chr17	78186972	78187486	Mean corpuscular hemoglobin	27863252	TK1	TK1, AFMID	rs144204502-T	5_prime_UTR_variant	0.0129	3e-10	GCST004630	FALSE
chr17	78187152	rs144204502	chr17	78186972	78187486	Mean corpuscular volume	27863252	TK1	TK1, AFMID	rs144204502-T	5_prime_UTR_variant	0.0129	1e-12	GCST004602	FALSE
chr17	78187152	rs144204502	chr17	78186972	78187486	Red cell distribution width	27863252	TK1	TK1, AFMID	rs144204502-T	5_prime_UTR_variant	0.0129	3e-15	GCST004621	FALSE
chr19	32581163	rs10402931	chr19	32580847	32581355	Mean corpuscular hemoglobin	27863252	PDCD5	PDCD5	rs10402931-A	5_prime_UTR_variant	0.679	1e-17	GCST004630	FALSE
chr1	231422308	rs533281866	chr1	231422041	231422698	Red blood cell count	27863252	EGLN1	EGLN1	rs533281866-C	5_prime_UTR_variant	0.0215	8e-20	GCST004601	FALSE
chr1	231422308	rs533281866	chr1	231422041	231422698	Hematocrit	27863252	EGLN1	EGLN1	rs533281866-C	5_prime_UTR_variant	0.0215	8e-25	GCST004604	FALSE
chr1	231422308	rs533281866	chr1	231422041	231422698	Hemoglobin concentration	27863252	EGLN1	EGLN1	rs533281866-C	5_prime_UTR_variant	0.0215	2e-24	GCST004615	FALSE
chr5	34504277	rs6880621	chr5	34503594	34504472	Red blood cell count	27863252	intergenic	LOC100132524 - LOC105374721	rs6880621-A	intergenic_variant	0.5302	4e-9	GCST004601	FALSE
chr11	33892021	rs2273799	chr11	33891606	33892113	Red blood cell count	27863252	LMO2	LMO2	rs2273799-C	5_prime_UTR_variant	0.4881	3e-10	GCST004601	FALSE
chr11	33892021	rs2273799	chr11	33891606	33892113	Mean corpuscular volume	27863252	LMO2	LMO2	rs2273799-C	5_prime_UTR_variant	0.4881	2e-16	GCST004602	FALSE
chr11	33892021	rs2273799	chr11	33891606	33892113	Mean corpuscular hemoglobin	27863252	LMO2	LMO2	rs2273799-C	5_prime_UTR_variant	0.4881	2e-19	GCST004630	FALSE
chr12	120725715	rs2239760	chr12	120725475	120726068	Red blood cell count	27863252	RP11-173P15.5, ACADS	UNC119B - ACADS	rs2239760-A	regulatory_region_variant	0.3969	6e-23	GCST004601	FALSE
chr1	161749589	rs953301	chr1	161749456	161749961	Left atrial antero-posterior diameter	28394258	NR	RN7SL466P - DUSP12	rs953301-A	regulatory_region_variant	0.0381	8e-6	GCST004647	FALSE
chr9	133657152	rs6271	chr9	133657143	133657852	Diastolic blood pressure	28739976	DBH	DBH-AS1, DBH	rs6271-T	missense_variant	0.069	4e-7	GCST004777	FALSE
chr5	52801055	rs1499280	chr5	52800591	52801267	Reticulocyte fraction of red cells	27863252	PELO	PELO, ITGA1	rs1499280-A	missense_variant	0.9186	5e-33	GCST004619	FALSE
chr5	52801055	rs1499280	chr5	52800591	52801267	Immature fraction of reticulocytes	27863252	PELO	PELO, ITGA1	rs1499280-A	missense_variant	0.9186	6e-20	GCST004628	FALSE
chr5	52801055	rs1499280	chr5	52800591	52801267	Reticulocyte count	27863252	PELO	PELO, ITGA1	rs1499280-A	missense_variant	0.9186	1e-31	GCST004622	FALSE
chr5	52801055	rs1499280	chr5	52800591	52801267	High light scatter reticulocyte count	27863252	PELO	PELO, ITGA1	rs1499280-A	missense_variant	0.9186	1e-33	GCST004611	FALSE
chr5	52801055	rs1499280	chr5	52800591	52801267	High light scatter reticulocyte percentage of red cells	27863252	PELO	PELO, ITGA1	rs1499280-A	missense_variant	0.9186	2e-34	GCST004612	FALSE
chr19	48872268	rs17272694	chr19	48872068	48872630	Reticulocyte fraction of red cells	27863252	PLEKHA4, PPP1R15A	PLEKHA4 - PPP1R15A	rs17272694-T	regulatory_region_variant	0.0296	3e-15	GCST004619	FALSE
chr19	48872268	rs17272694	chr19	48872068	48872630	Reticulocyte count	27863252	PLEKHA4, PPP1R15A	PLEKHA4 - PPP1R15A	rs17272694-T	regulatory_region_variant	0.0295	1e-12	GCST004622	FALSE
chr19	48872268	rs17272694	chr19	48872068	48872630	High light scatter reticulocyte count	27863252	PLEKHA4, PPP1R15A	PLEKHA4 - PPP1R15A	rs17272694-T	regulatory_region_variant	0.0295	6e-13	GCST004611	FALSE
chr19	48872268	rs17272694	chr19	48872068	48872630	High light scatter reticulocyte percentage of red cells	27863252	PLEKHA4, PPP1R15A	PLEKHA4 - PPP1R15A	rs17272694-T	regulatory_region_variant	0.0295	1e-14	GCST004612	FALSE
chr6	159048542	rs182429	chr6	159048233	159048746	Celiac disease	22057235	TAGAP	LOC107986664, LOC105378083	rs182429-A	intron_variant	0.427	9e-16	GCST005523	FALSE
chr10	6348230	rs2387397	chr10	6347942	6348607	Celiac disease	22057235	PFKFB3, PRKCQ	LOC399716	rs2387397-?	regulatory_region_variant	0.771	2e-8	GCST005523	FALSE
chr5	131535002	rs139737896	chr5	131534900	131535401	Perceived unattractiveness to mosquitoes	28199695	RAPGEF6	RAPGEF6	rs139737896-T	intron_variant	NR	6e-6	GCST004864	FALSE
chr3	188397894	rs9815073	chr3	188397753	188398750	Mosquito bite size	28199695	LPP	LPP	rs9815073-C	intron_variant	0.657	4e-8	GCST004863	FALSE
chr3	188397894	rs9815073	chr3	188397753	188398750	Chronic lymphocytic leukemia	26956414	LPP	LPP	rs9815073-C	intron_variant	0.651	4e-8	GCST003468	FALSE
chr3	188397894	rs9815073	chr3	188397753	188398750	Blood protein levels	29875488	LPP	LPP	rs9815073-A	intron_variant	0.374	9e-15	GCST005806	FALSE
chr8	125608185	rs969584	chr8	125607843	125608344	Mosquito bite size	28199695	TRIB1, FAM84B	LOC105375746	rs969584-G	regulatory_region_variant	0.351	2e-7	GCST004863	FALSE
chr9	20641041	rs148211240	chr9	20640384	20641160	Itch intensity from mosquito bite adjusted by bite size	28199695	Intergenic	MLLT3 - FOCAD	rs148211240-G	regulatory_region_variant	NR	3e-6	GCST004862	FALSE
chr14	64973406	rs150546699	chr14	64973000	64973505	Itch intensity from mosquito bite adjusted by bite size	28199695	CHURC1, FNTB	CHURC1-FNTB	rs150546699-G	intron_variant	0.987	6e-7	GCST004862	FALSE
chr14	90758729	rs11848870	chr14	90758025	90758832	Itch intensity from mosquito bite adjusted by bite size	28199695	TTC7B	TTC7B	rs11848870-T	intron_variant	NR	6e-6	GCST004862	FALSE
chr3	36482913	rs2290530	chr3	36482808	36483354	Itch intensity from mosquito bite adjusted by bite size	28199695	STAC	STAC	rs2290530-T	intron_variant	NR	1e-6	GCST004862	FALSE
chr10	23310629	rs4748857	chr10	23310314	23310957	Systemic lupus erythematosus	19838195	C10orf67	C10orf67	rs4748857-C	intron_variant	0.73	7e-6	GCST004867	FALSE
chr8	69663895	rs4738017	chr8	69663670	69664175	Cervical cancer	28806749	SULF1, SLCO5A1	SULF1 - SLCO5A1	rs4738017-G	regulatory_region_variant	NR	7e-6	GCST004833	FALSE
chr15	68335825	rs2306022	chr15	68335152	68336163	Dupuytren's disease	28886342	ITGA11	ITGA11	rs2306022-T	missense_variant	0.11	9e-11	GCST004858	FALSE
chr1	197738021	rs59365945	chr1	197737885	197738662	Facial morphology (factor 4, facial height related to vertical position of gnathion)	28441456	NR	DENND1B	rs59365945-GCCT	intron_variant	0.2476	5e-7	GCST004308	FALSE
chr1	236097344	rs10924182	chr1	236097039	236097540	Facial morphology (factor 20)	28441456	NR	NID1 - LOC343508	rs10924182-G	regulatory_region_variant	0.04176	2e-6	GCST004324	FALSE
chr12	71686492	rs2304269	chr12	71685767	71686630	Nonsyndromic cleft lip with cleft palate	28232668	TMEM19	TMEM19	rs2304269-A	5_prime_UTR_variant	0.56	1e-12	GCST004166	FALSE
chr8	38411996	rs13317	chr8	38411507	38412008	Nonsyndromic cleft lip with cleft palate	28232668	FGFR1	FGFR1	rs13317-A	3_prime_UTR_variant	0.66	4e-8	GCST004166	FALSE
chr12	56041628	rs705704	chr12	56041402	56042407	Nonsyndromic cleft lip with cleft palate	28232668	RPS26	LOC105369780	rs705704-A	non_coding_transcript_exon_variant	0.23	1e-9	GCST004166	FALSE
chr5	149217131	rs3839234	chr5	149216938	149217830	Lung function (FEV1)	28166213	ABLIM3	ABLIM3	rs3839234-?	non_coding_transcript_exon_variant	0.4701	4e-11	GCST004183	FALSE
chr9	136362959	rs10870202	chr9	136362959	136363592	Lung function (FVC)	28166213	DNLZ	DNLZ	rs10870202-C	intron_variant	0.5001	9e-10	GCST004184	FALSE
chr1	72282885	rs66495454	chr1	72282572	72283088	Intelligence	28530673	NEGR1	NEGR1 - LOC105378797	rs66495454-G	regulatory_region_variant	0.6231	9e-9	GCST004364	FALSE
chr11	43644307	rs10742682	chr11	43643903	43644426	Sporadic neuroblastoma	28545128	HSD17B12	MIR129-2 - LOC101928704	rs10742682-T	non_coding_transcript_exon_variant	0.43354	1e-7	GCST004510	FALSE
chr2	143840863	rs1257344	chr2	143840501	143841087	Diisocyanate-induced asthma	25918132	ARHGAP15, LOC100130702	LOC105373654 - LOC101928386	rs1257344-?	intergenic_variant	0.511	3e-6	GCST002875	FALSE
chr2	232689486	rs116212486	chr2	232689475	232689976	Diisocyanate-induced asthma	25918132	intergenic	EFHD1 - GIGYF2	rs116212486-A	intergenic_variant	0.028	2e-6	GCST002875	FALSE
chr3	129490335	rs9871967	chr3	129490133	129490638	Diisocyanate-induced asthma	25918132	IFT122, MBD4, RHO	IFT122	rs9871967-G	intron_variant	0.002	3e-6	GCST002875	FALSE
chr8	23019226	rs2241261	chr8	23019142	23019649	Renal cell carcinoma	28598434	TNFRSF10B, RHOBTB2	LOC107986927, RHOBTB2	rs2241261-T	3_prime_UTR_variant	0.51	6e-9	GCST004710	FALSE
chr14	72812712	rs4903064	chr14	72812181	72813083	Renal cell carcinoma	28598434	DPF3	DPF3	rs4903064-C	intron_variant	0.23	2e-24	GCST004710	FALSE
chr1	109498058	rs2297797	chr1	109497961	109498723	Cognitive function	28093568	CYB561D1	CYB561D1	rs2297797-?	3_prime_UTR_variant	NR	8e-7	GCST004077	FALSE
chr11	32023400	rs1506525	chr11	32023331	32024044	Body mass index	28371326	LOC729605, RCN1	LOC107984420 - LOC100506675	rs1506525-G	intron_variant	0.33	2e-6	GCST004245	FALSE
chr9	117970471	rs6478343	chr9	117970278	117970779	Prostate-specific antigen levels	28139693	TLR4	LOC105376243 - LOC105376246	rs6478343-C	intergenic_variant	0.82	2e-8	GCST004093	FALSE
chr12	132442096	rs10870468	chr12	132441697	132442204	Gait speed in old age	28077804	LOC101928629	LOC105370092 - MUC8	rs10870468-?	intergenic_variant	NR	1e-6	GCST004110	FALSE
chr2	213046711	rs72948213	chr2	213046288	213046860	Facial morphology (factor 10, width of nasal floor)	28441456	NR	IKZF2	rs72948213-C	intron_variant	0.02706	2e-6	GCST004314	FALSE
chr2	106117609	rs17213078	chr2	106117286	106117801	Facial morphology (factor 23)	28441456	NR	UXS1	rs17213078-A	intron_variant	0.235	4e-6	GCST004327	FALSE
chr7	153748297	rs62486163	chr7	153747873	153748439	Facial morphology (factor 3, length of philtrum)	28441456	NR	DPP6	rs62486163-A	regulatory_region_variant	0.4023	4e-6	GCST004307	FALSE
chr6	108945052	rs2806356	chr6	108944980	108945481	Chronic obstructive pulmonary disease	28166215	ARMC2	ARMC2	rs2806356-C	intron_variant	0.18	8e-10	GCST004147	FALSE
chr22	21630090	rs3747093	chr22	21629896	21630421	Systemic lupus erythematosus	26502338	UBE2L3	YDJC	rs3747093-A	regulatory_region_variant	NA	3e-13	GCST003156	FALSE
chr22	21630090	rs3747093	chr22	21629896	21630421	Mean corpuscular hemoglobin	29403010	YDJC	YDJC	rs3747093-?	regulatory_region_variant	NR	3e-10	GCST005993	FALSE
chr7	51471300	rs4947599	chr7	51471125	51471626	Visceral adipose tissue/subcutaneous adipose tissue ratio	26480920	COBL	LOC102723533 - LOC105375277	rs4947599-C	intergenic_variant	0.8	5e-7	GCST003173	FALSE
chr11	27726946	rs17309930	chr11	27726747	27727515	Childhood body mass index	26604143	BDNF	BDNF - CBX3P1	rs17309930-A	intron_variant	0.21	1e-7	GCST003177	FALSE
chr12	49869365	rs7132908	chr12	49869031	49869615	Childhood body mass index	26604143	FAIM2	FAIM2	rs7132908-A	3_prime_UTR_variant	0.39	2e-18	GCST003177	FALSE
chr20	62317060	rs2236521	chr20	62316871	62317383	Pelvic organ prolapse	26545240	LAMA5	LAMA5	rs2236521-A	intron_variant	0.16	6e-6	GCST003226	FALSE
chr10	121080764	rs2420915	chr10	121080297	121080798	Fibrinogen levels	26561523	MIR5694	LOC105378521 - LOC105378522	rs2420915-A	regulatory_region_variant	0.09	5e-9	GCST003194	FALSE
chr1	246689898	rs6413860	chr1	246689455	246689956	Gut microbiome composition (summer)	26528553	NR	LOC102724382	rs6413860-?	intergenic_variant	NR	2e-6	GCST003221	FALSE
chr15	78437971	rs17483548	chr15	78437736	78438430	Post bronchodilator FEV1	26634245	Intergenic	LOC105370912 - IREB2	rs17483548-A	intron_variant	0.336	3e-13	GCST003262	FALSE
