snp_chr	snp_pos	snp	peak_chr	peak_start	peak_end	disease.trait	pubmedid	reported.gene.s.	mapped_gene	strongest.snp.risk.allele	context	risk.allele.frequency	p.value	study.accession	Multiple
chr2	19121042	rs12710696	chr2	19120868	19121369	Breast cancer	23535733	intergenic	LOC105373455 - MIR4757	rs12710696-?	intron_variant	0.36	5e-8	GCST001930	TRUE
chr2	19121042	rs12710696	chr2	19120868	19121369	Breast cancer	27117709	Intergenic	LOC105373455 - MIR4757	rs12710696-?	intron_variant	0.39	2e-6	GCST003845	TRUE
chr2	19121042	rs12710696	chr2	19120868	19121369	Breast cancer (estrogen-receptor negative)	27117709	Intergenic	LOC105373455 - MIR4757	rs12710696-?	intron_variant	0.36	2e-8	GCST003842	TRUE
chr2	19121042	rs12710696	chr2	19120868	19121369	Breast cancer	25751625	NR	LOC105373455 - MIR4757	rs12710696-T	intron_variant	0.36	4e-7	GCST004950	TRUE
chr11	72722053	rs1552224	chr11	72722002	72722877	Type 2 diabetes	22885922	ARAP1	ARAP1	rs1552224-A	5_prime_UTR_variant	0.81360202878336	2e-10	GCST005047	TRUE
chr11	72722053	rs1552224	chr11	72722002	72722877	Type 2 diabetes	20581827	CENTD2	ARAP1	rs1552224-A	5_prime_UTR_variant	NA	1e-22	GCST000712	TRUE
chr11	72722053	rs1552224	chr11	72722002	72722877	Type 2 diabetes	24509480	CENTD2, ARAP1	ARAP1	rs1552224-A	5_prime_UTR_variant	0.83	1e-7	GCST002352	TRUE
chr11	72722053	rs1552224	chr11	72722002	72722877	Type 2 diabetes	28869590	ARAP1	ARAP1	rs1552224-C	5_prime_UTR_variant	0.1501	3e-17	GCST004894	TRUE
chr11	72722053	rs1552224	chr11	72722002	72722877	Acute insulin response	28490609	ARAP1, CENTD2, STARD10	ARAP1	rs1552224-A	5_prime_UTR_variant	NA	4e-6	GCST004575	TRUE
chr3	123346931	rs11708067	chr3	123346281	123347272	Type 2 diabetes	22885922	ADCY5	ADCY5	rs11708067-A	intron_variant	NR	4e-7	GCST005047	TRUE
chr3	123346931	rs11708067	chr3	123346281	123347272	Type 2 diabetes	22693455	ADCY5	ADCY5	rs11708067-A	intron_variant	0.78	6e-8	GCST001550	TRUE
chr3	123346931	rs11708067	chr3	123346281	123347272	Glycated hemoglobin levels	28898252	ADCY5	ADCY5	rs11708067-A	intron_variant	0.7542	1e-12	GCST004903	TRUE
chr3	123346931	rs11708067	chr3	123346281	123347272	Type 2 diabetes	28869590	ADCY5	ADCY5	rs11708067-G	intron_variant	0.171	5e-20	GCST004894	TRUE
chr3	123346931	rs11708067	chr3	123346281	123347272	Homeostasis model assessment of beta-cell function	20081858	ADCY5	ADCY5	rs11708067-A	intron_variant	0.78	3e-12	GCST005180	TRUE
chr3	123346931	rs11708067	chr3	123346281	123347272	Fasting blood glucose	20081858	ADCY5	ADCY5	rs11708067-A	intron_variant	0.78	7e-22	GCST000568	TRUE
chr3	123346931	rs11708067	chr3	123346281	123347272	Fasting blood glucose	22581228	ADCY5	ADCY5	rs11708067-A	intron_variant	0.7884	7e-9	GCST005186	TRUE
chr3	123346931	rs11708067	chr3	123346281	123347272	Fasting blood glucose (BMI interaction)	22581228	ADCY5	ADCY5	rs11708067-A	intron_variant	0.7879	4e-10	GCST001527	TRUE
chr3	123346931	rs11708067	chr3	123346281	123347272	Type 2 diabetes	29358691	ADCY5	ADCY5	rs11708067-A	intron_variant	NR	3e-6	GCST005414	TRUE
chr6	129498893	rs12193446	chr6	129498875	129499465	Myopia	27182965	LAMA2	LAMA2, LOC102723409	rs12193446-?	intron_variant	NR	5e-102	GCST003997	TRUE
chr6	129498893	rs12193446	chr6	129498875	129499465	Hyperopia	25233373	LAMA2	LAMA2, LOC102723409	rs12193446-?	intron_variant	NA	2e-7	GCST002617	TRUE
chr6	129498893	rs12193446	chr6	129498875	129499465	Myopia	25233373	LAMA2	LAMA2, LOC102723409	rs12193446-?	intron_variant	NA	9e-6	GCST002615	TRUE
chr6	129498893	rs12193446	chr6	129498875	129499465	Axial length	24144296	ARHGAP18, LAMA2	LAMA2, LOC102723409	rs12193446-A	intron_variant	0.9092	1e-8	GCST002115	TRUE
chr6	129498893	rs12193446	chr6	129498875	129499465	Spherical equivalent (joint analysis main effects and education interaction)	27020472	LAMA2	LAMA2, LOC102723409	rs12193446-A	intron_variant	0.09	1e-21	GCST003455	TRUE
chr3	172204265	rs12493901	chr3	172203789	172204339	Waist circumference adjusted for body mass index	25673412	FNDC3B	FNDC3B	rs12493901-A	intron_variant	0.4845	5e-9	GCST004063	TRUE
chr3	172204265	rs12493901	chr3	172203789	172204339	Waist circumference adjusted for body mass index	28448500	FNDC3B	FNDC3B	rs12493901-G	intron_variant	0.512	2e-7	GCST004562	TRUE
chr3	172204265	rs12493901	chr3	172203789	172204339	Waist circumference adjusted for BMI in active individuals	28448500	FNDC3B	FNDC3B	rs12493901-G	intron_variant	0.5135000000000001	3e-8	GCST004564	TRUE
chr3	172204265	rs12493901	chr3	172203789	172204339	Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction)	28448500	FNDC3B	FNDC3B	rs12493901-?	intron_variant	0.512	1e-7	GCST004563	TRUE
chr3	172204265	rs12493901	chr3	172203789	172204339	Waist circumference adjusted for BMI (joint analysis main effects and smoking interaction)	28443625	FNDC3B	FNDC3B	rs12493901-A	intron_variant	0.4712	6e-13	GCST004501	TRUE
chr3	172204265	rs12493901	chr3	172203789	172204339	Waist circumference adjusted for BMI in non-smokers	28443625	FNDC3B	FNDC3B	rs12493901-A	intron_variant	0.4712	2e-7	GCST004504	TRUE
chr3	172204265	rs12493901	chr3	172203789	172204339	Waist circumference adjusted for BMI (adjusted for smoking behaviour)	28443625	FNDC3B	FNDC3B	rs12493901-A	intron_variant	0.4712	3e-6	GCST004500	TRUE
chr3	172204265	rs12493901	chr3	172203789	172204339	Waist circumference adjusted for BMI in smokers	28443625	FNDC3B	FNDC3B	rs12493901-A	intron_variant	0.4712	7e-8	GCST004503	TRUE
chr15	100152748	rs72755233	chr15	100152387	100152888	Intraocular pressure	29617998	ADAMTS17	ADAMTS17	rs72755233-G	missense_variant	0.8902	3e-45	GCST005580	TRUE
chr15	100152748	rs72755233	chr15	100152387	100152888	Intraocular pressure	29235454	ADAMTS17	ADAMTS17	rs72755233-?	missense_variant	NR	1e-21	GCST005170	TRUE
chr10	112520943	rs12241008	chr10	112520730	112521362	Colorectal cancer	29471430	NR	VTI1A	rs12241008-C	intron_variant	NR	3e-12	GCST005591	TRUE
chr10	112520943	rs12241008	chr10	112520730	112521362	Colorectal cancer	25105248	VTI1A	VTI1A	rs12241008-C	intron_variant	0.090	1e-9	GCST002561	TRUE
chr7	130982362	rs4593472	chr7	130982095	130982614	Breast cancer	29059683	FLJ43663	LINC-PINT	rs4593472-C	intron_variant	0.65	2e-11	GCST004988	TRUE
chr7	130982362	rs4593472	chr7	130982095	130982614	Breast cancer	25751625	FLJ43663	LINC-PINT	rs4593472-C	intron_variant	0.65	2e-9	GCST004950	TRUE
chr18	26757460	rs527616	chr18	26757110	26757760	Breast cancer	29059683	intergenic	PCAT18 - LOC105372035	rs527616-G	intron_variant	0.62	7e-15	GCST004988	TRUE
chr18	26757460	rs527616	chr18	26757110	26757760	Breast cancer	23535729	intergenic	PCAT18 - LOC105372035	rs527616-G	intron_variant	0.62	2e-10	GCST001937	TRUE
chr18	26757460	rs527616	chr18	26757110	26757760	Breast cancer	25751625	NR	PCAT18 - LOC105372035	rs527616-G	intron_variant	0.62	8e-13	GCST004950	TRUE
chr10	121580797	rs2981578	chr10	121580708	121581209	Breast cancer	29059683	FGFR2	FGFR2	rs2981578-C	intron_variant	0.47	1e-245	GCST004988	TRUE
chr10	121580797	rs2981578	chr10	121580708	121581209	Breast cancer	24143190	FGFR2	FGFR2	rs2981578-C	intron_variant	0.514	1e-12	GCST002234	TRUE
chr10	103918139	rs4387287	chr10	103918045	103918742	Diastolic blood pressure	27618447	OBFC1	OBFC1	rs4387287-A	5_prime_UTR_variant	0.2029	4e-10	GCST006020	TRUE
chr10	103918139	rs4387287	chr10	103918045	103918742	Systolic blood pressure	27618447	OBFC1	OBFC1	rs4387287-A	5_prime_UTR_variant	0.1556	9e-10	GCST006021	TRUE
chr10	103918139	rs4387287	chr10	103918045	103918742	Hypertension	27618447	OBFC1	OBFC1	rs4387287-A	5_prime_UTR_variant	0.189	2e-8	GCST006023	TRUE
chr10	103918139	rs4387287	chr10	103918045	103918742	Telomere length	20421499	OBFC1	OBFC1	rs4387287-A	5_prime_UTR_variant	NR	2e-11	GCST000669	TRUE
chr10	103918139	rs4387287	chr10	103918045	103918742	Diastolic blood pressure	28739976	OBFC1	OBFC1	rs4387287-C	5_prime_UTR_variant	0.828	4e-6	GCST004777	TRUE
chr11	89491285	rs2289125	chr11	89490955	89491724	Pulse pressure	29403010	NOX4	NOX4	rs2289125-?	5_prime_UTR_variant	NR	5e-12	GCST006009	TRUE
chr11	89491285	rs2289125	chr11	89490955	89491724	Pulse pressure	28739976	NOX4	NOX4	rs2289125-C	5_prime_UTR_variant	0.77	3e-9	GCST004775	TRUE
chr11	89491285	rs2289125	chr11	89490955	89491724	Pulse pressure	28135244	NOX4	NOX4	rs2289125-A	5_prime_UTR_variant	0.21	9e-22	GCST004278	TRUE
chr2	33476823	rs13385731	chr2	33475591	33476892	Systemic lupus erythematosus	28714469	RASGRP3	RASGRP3	rs13385731-?	intron_variant	NR	1e-6	GCST005752	TRUE
chr2	33476823	rs13385731	chr2	33475591	33476892	Systemic lupus erythematosus	19838193	RASGRP3	RASGRP3	rs13385731-A	intron_variant	0.85	1e-15	GCST000507	TRUE
chr2	33476823	rs13385731	chr2	33475591	33476892	Systemic lupus erythematosus	23273568	RASGRP3	RASGRP3	rs13385731-A	intron_variant	0.83	4e-6	GCST001795	TRUE
chr2	33476823	rs13385731	chr2	33475591	33476892	Systemic lupus erythematosus	26663301	RASGRP3	RASGRP3	rs13385731-?	intron_variant	NR	1e-6	GCST003599	TRUE
chr2	33476823	rs13385731	chr2	33475591	33476892	Systemic lupus erythematosus	27399966	RASGRP3	RASGRP3	rs13385731-?	intron_variant	0.16	4e-6	GCST003622	TRUE
chr16	30091839	rs3809627	chr16	30091684	30092288	Red blood cell count	29403010	TBX6	TBX6	rs3809627-?	5_prime_UTR_variant	NR	5e-13	GCST005996	TRUE
chr16	30091839	rs3809627	chr16	30091684	30092288	Eosinophil counts	27863252	TBX6	TBX6	rs3809627-A	5_prime_UTR_variant	0.4018	1e-17	GCST004606	TRUE
chr16	30091839	rs3809627	chr16	30091684	30092288	Mean corpuscular hemoglobin	27863252	TBX6	TBX6	rs3809627-A	5_prime_UTR_variant	0.4016	5e-33	GCST004630	TRUE
chr16	30091839	rs3809627	chr16	30091684	30092288	Red blood cell count	27863252	TBX6	TBX6	rs3809627-A	5_prime_UTR_variant	0.4017	3e-27	GCST004601	TRUE
chr16	30091839	rs3809627	chr16	30091684	30092288	Sum eosinophil basophil counts	27863252	TBX6	TBX6	rs3809627-A	5_prime_UTR_variant	0.4018	8e-15	GCST004624	TRUE
chr16	30091839	rs3809627	chr16	30091684	30092288	Mean corpuscular volume	27863252	TBX6	TBX6	rs3809627-A	5_prime_UTR_variant	0.4017	5e-32	GCST004602	TRUE
chr15	73371562	rs7173389	chr15	73371325	73371827	Resting heart rate	29769521	HCN4	HCN4 - LOC107984728	rs7173389-A	intergenic_variant	0.841075	2e-9	GCST005789	TRUE
chr15	73371562	rs7173389	chr15	73371325	73371827	Resting heart rate	27798624	HCN4, NEO1	HCN4 - LOC107984728	rs7173389-T	intergenic_variant	0.16	1e-32	GCST003818	TRUE
chr9	111153625	rs10980800	chr9	111153509	111154010	White blood cell count	21738480	OR2K2, EDG2	LOC105376219	rs10980800-T	intron_variant	NA	2e-22	GCST001137	TRUE
chr9	111153625	rs10980800	chr9	111153509	111154010	Monocyte count	25096241	intergenic	LOC105376219	rs10980800-C	intron_variant	0.769	1e-14	GCST002555	TRUE
chr9	111153625	rs10980800	chr9	111153509	111154010	Monocyte count	28193307	EDG2, LPAR1	LOC105376219	rs10980800-?	intron_variant	NR	1e-14	GCST004164	TRUE
chr8	27608798	rs1532278	chr8	27608597	27609159	Alzheimer's disease (late onset)	21460841	CLU	CLU	rs1532278-?	non_coding_transcript_exon_variant	0.64	8e-8	GCST001026	TRUE
chr8	27608798	rs1532278	chr8	27608597	27609159	Alzheimer's disease (late onset)	28714976	CLU	CLU	rs1532278-?	non_coding_transcript_exon_variant	NR	6e-10	GCST005549	TRUE
chr22	32688525	rs9621532	chr22	32688365	32688866	Age-related macular degeneration	21665990	TIMP3	SYN3	rs9621532-?	intron_variant	0.95	2e-15	GCST001100	TRUE
chr22	32688525	rs9621532	chr22	32688365	32688866	Age-related macular degeneration	20385819	TIMP3, SYN3	SYN3	rs9621532-A	intron_variant	0.946	1e-11	GCST000652	TRUE
chr22	32688525	rs9621532	chr22	32688365	32688866	Age-related macular degeneration	20385826	TIMP3	SYN3	rs9621532-A	intron_variant	0.96	4e-9	GCST000653	TRUE
chr12	52880120	rs902774	chr12	52879799	52880359	Prostate cancer	21743057	KRT8, EIF4B, TENC1	KRT78 - RPL7P41	rs902774-A	TF_binding_site_variant	0.17	5e-9	GCST001147	TRUE
chr12	52880120	rs902774	chr12	52879799	52880359	Prostate cancer	26034056	NR	KRT78 - RPL7P41	rs902774-A	TF_binding_site_variant	0.15	1e-7	GCST002944	TRUE
chr6	167120802	rs3093023	chr6	167120281	167121247	Rheumatoid arthritis	24782177	CCR6	CCR6, LOC105378122	rs3093023-A	intron_variant	NA	4e-9	GCST002434	TRUE
chr6	167120802	rs3093023	chr6	167120281	167121247	Rheumatoid arthritis	20453842	CCR6	CCR6, LOC105378122	rs3093023-A	intron_variant	0.43	2e-11	GCST000679	TRUE
chr17	58555182	rs9905704	chr17	58555136	58555637	Testicular germ cell tumor	23666240	RAD51C, TEX14	SEPT4-AS1	rs9905704-T	intron_variant	0.67	3e-9	GCST002022	TRUE
chr17	58555182	rs9905704	chr17	58555136	58555637	Testicular germ cell tumor	23666239	C17orf47, RAD51C, PPM1E, SEPT4, TRIM37, SKA2, TEX14	SEPT4-AS1	rs9905704-T	intron_variant	0.68	4e-13	GCST002023	TRUE
chr17	58555182	rs9905704	chr17	58555136	58555637	Testicular germ cell tumor	25877299	TEX14	SEPT4-AS1	rs9905704-T	intron_variant	0.708	4e-6	GCST002855	TRUE
chr17	58555182	rs9905704	chr17	58555136	58555637	Testicular germ cell tumor	28604732	TEX14	SEPT4-AS1	rs9905704-T	intron_variant	0.67	2e-14	GCST004713	TRUE
chr17	58555182	rs9905704	chr17	58555136	58555637	Testicular germ cell tumor	28604728	TEX14	SEPT4-AS1	rs9905704-G	intron_variant	0.68	3e-20	GCST004635	TRUE
chr6	126530014	rs1490384	chr6	126529536	126530043	Height	23563607	C6orf173	MIR588 - RNU6-200P	rs1490384-T	intergenic_variant	0.49	1e-16	GCST001956	TRUE
chr6	126530014	rs1490384	chr6	126529536	126530043	Height	20881960	C6orf173	MIR588 - RNU6-200P	rs1490384-T	intergenic_variant	0.5	4e-21	GCST000817	TRUE
chr6	126530014	rs1490384	chr6	126529536	126530043	Height	28270201	intergenic	MIR588 - RNU6-200P	rs1490384-T	intergenic_variant	0.4851	7e-10	GCST004212	TRUE
chr6	126530014	rs1490384	chr6	126529536	126530043	Menarche (age at onset)	27182965	CENPW, RSPO3	MIR588 - RNU6-200P	rs1490384-?	intergenic_variant	NR	1e-10	GCST003993	TRUE
chr3	196073676	rs9859260	chr3	196073163	196073681	Mean corpuscular volume	19862010	TFRC	TFRC	rs9859260-C	intron_variant	NR	8e-14	GCST000503	TRUE
chr3	196073676	rs9859260	chr3	196073163	196073681	Mean corpuscular volume	28453575	TFRC	TFRC	rs9859260-C	intron_variant	0.57	5e-6	GCST004335	TRUE
chr3	196073676	rs9859260	chr3	196073163	196073681	Mean corpuscular volume	28017375	NR	TFRC	rs9859260-?	intron_variant	NR	1e-12	GCST004004	TRUE
chr5	132565533	rs2244012	chr5	132565298	132565799	Asthma	20159242	RAD50	RAD50	rs2244012-C	intron_variant	0.21	3e-7	GCST000576	TRUE
chr5	132565533	rs2244012	chr5	132565298	132565799	Asthma	27182965	RAD50	RAD50	rs2244012-?	intron_variant	NR	2e-16	GCST003987	TRUE
chr4	89704960	rs356182	chr4	89704591	89705092	Parkinson's disease	25064009	SNCA	LOC105377329	rs356182-G	intron_variant	0.367	4e-73	GCST002544	TRUE
chr4	89704960	rs356182	chr4	89704591	89705092	Parkinson's disease	28892059	SNCA	LOC105377329	rs356182-G	intron_variant	0.349	5e-123	GCST004902	TRUE
chr4	89704960	rs356182	chr4	89704591	89705092	Parkinson's disease	27182965	GPRIN3, SNCA	LOC105377329	rs356182-?	intron_variant	NR	1e-56	GCST003984	TRUE
chr3	52811089	rs2535627	chr3	52810958	52811459	Schizophrenia	25056061	GLT8D1, GNL3, ITIH1, ITIH3, ITIH4, MUSTN1, NEK4, NISCH, NT5DC2, PBRM1, SMIM4, SPCS1, STAB1, TMEM110, TMEM110-MUSTN1	ITIH3 - ITIH4	rs2535627-T	intergenic_variant	0.529	4e-11	GCST002539	TRUE
chr3	52811089	rs2535627	chr3	52810958	52811459	Schizophrenia	26198764	NR	ITIH3 - ITIH4	rs2535627-T	intergenic_variant	NR	2e-11	GCST003048	TRUE
chr11	123523928	rs77502336	chr11	123523449	123523979	Schizophrenia	25056061	GRAMD1B	GRAMD1B	rs77502336-C	intron_variant	0.322	8e-9	GCST002539	TRUE
chr11	123523928	rs77502336	chr11	123523449	123523979	Autism spectrum disorder or schizophrenia	28540026	intergenic	GRAMD1B	rs77502336-C	intron_variant	NA	2e-9	GCST004521	TRUE
chr11	123523928	rs77502336	chr11	123523449	123523979	Schizophrenia	26198764	NR	GRAMD1B	rs77502336-C	intron_variant	NR	4e-10	GCST003048	TRUE
chr11	123523928	rs77502336	chr11	123523449	123523979	Schizophrenia	28991256	GRAMD1B	GRAMD1B	rs77502336-C	intron_variant	NR	1e-9	GCST004946	TRUE
chr15	40275036	rs56205728	chr15	40274638	40275141	Schizophrenia	25056061	ANKRD63, PAK6, PLCB2	PAK6, BUB1B-PAK6	rs56205728-A	intron_variant	0.274	4e-9	GCST002539	TRUE
chr15	40275036	rs56205728	chr15	40274638	40275141	Schizophrenia	26198764	NR	PAK6, BUB1B-PAK6	rs56205728-A	intron_variant	NR	9e-8	GCST003048	TRUE
chr5	173557111	rs889014	chr5	173556988	173557489	Height	25429064	STC2, BOD1	LOC105377733 - LOC285593	rs889014-T	intergenic_variant	0.44	2e-9	GCST002702	TRUE
chr5	173557111	rs889014	chr5	173556988	173557489	Height	20881960	BOD1	LOC105377733 - LOC285593	rs889014-T	intergenic_variant	0.36	9e-16	GCST000817	TRUE
chr6	32190542	rs176095	chr6	32190053	32190569	Atopic dermatitis	23042114	GPSM3	PBX2 - GPSM3	rs176095-T	regulatory_region_variant	0.81	8e-20	GCST001709	TRUE
chr6	32190542	rs176095	chr6	32190053	32190569	Atopic dermatitis	25574825	GPSM3	PBX2 - GPSM3	rs176095-G	regulatory_region_variant	NR	3e-7	GCST002737	TRUE
chr21	33404389	rs2284553	chr21	33403979	33404480	Crohn's disease	23128233	IFNGR2, IFNAR1, IFNAR2, IL10RB, GART, TMEM50B	IFNGR2	rs2284553-G	intron_variant	0.599	2e-16	GCST001729	TRUE
chr21	33404389	rs2284553	chr21	33403979	33404480	Crohn's disease	28067908	IFNGR2	IFNGR2	rs2284553-?	intron_variant	NA	1e-14	GCST004132	TRUE
chr21	33404389	rs2284553	chr21	33403979	33404480	Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)	26974007	IFNGR2	IFNGR2	rs2284553-?	intron_variant	NR	4e-16	GCST005537	TRUE
chr21	33404389	rs2284553	chr21	33403979	33404480	Inflammatory bowel disease	28067908	IFNGR2	IFNGR2	rs2284553-?	intron_variant	NA	7e-9	GCST004131	TRUE
chr21	33404389	rs2284553	chr21	33403979	33404480	Crohn's disease	26192919	NR	IFNGR2	rs2284553-A	intron_variant	0.59	6e-17	GCST003044	TRUE
chr21	33404389	rs2284553	chr21	33403979	33404480	Inflammatory bowel disease	26192919	NR	IFNGR2	rs2284553-G	intron_variant	0.59	5e-9	GCST003043	TRUE
chr11	114160077	rs648044	chr11	114159867	114160566	Non-glioblastoma glioma	26424050	ZBTB16	ZBTB16	rs648044-T	intron_variant	0.38	6e-11	GCST003227	TRUE
chr11	114160077	rs648044	chr11	114159867	114160566	Non-glioblastoma glioma	28346443	ZBTB16	ZBTB16	rs648044-A	intron_variant	0.39	5e-12	GCST004348	TRUE
chr5	177390635	rs6420094	chr5	177390410	177390923	Chronic kidney disease	26831199	SLC34A1	SLC34A1	rs6420094-G	intron_variant	0.34	4e-9	GCST003374	TRUE
chr5	177390635	rs6420094	chr5	177390410	177390923	Glomerular filtration rate (creatinine)	26831199	SLC34A1	SLC34A1	rs6420094-A	intron_variant	0.66	5e-22	GCST003372	TRUE
chr5	177390635	rs6420094	chr5	177390410	177390923	Chronic kidney disease	20383146	RGS14, PRR7, PFN3, GRK6, SLC34A1, F12, LMAN2	SLC34A1	rs6420094-G	intron_variant	0.34	1e-14	GCST000649	TRUE
chr10	80494291	rs6586030	chr10	80493990	80494508	Inflammatory bowel disease	23128233	TSPAN14, C10orf58	TSPAN14	rs6586030-G	intron_variant	0.847	9e-16	GCST001725	TRUE
chr10	80494291	rs6586030	chr10	80493990	80494508	Crohn's disease	28067908	TSPAN14, SH2D4B	TSPAN14	rs6586030-?	intron_variant	NA	7e-8	GCST004132	TRUE
chr10	80494291	rs6586030	chr10	80493990	80494508	Inflammatory bowel disease	28067908	TSPAN14, SH2D4B	TSPAN14	rs6586030-?	intron_variant	NA	5e-8	GCST004131	TRUE
chr21	15445619	rs2823286	chr21	15445108	15445747	Inflammatory bowel disease	23128233	intergenic	LOC101927745 - CYCSP42	rs2823286-G	intron_variant	0.708	9e-30	GCST001725	TRUE
chr21	15445619	rs2823286	chr21	15445108	15445747	Crohn's disease	28067908	Intergenic	LOC101927745 - CYCSP42	rs2823286-?	intron_variant	NA	6e-26	GCST004132	TRUE
chr21	15445619	rs2823286	chr21	15445108	15445747	Ulcerative colitis	28067908	Intergenic	LOC101927745 - CYCSP42	rs2823286-?	intron_variant	NA	2e-13	GCST004133	TRUE
chr21	15445619	rs2823286	chr21	15445108	15445747	Inflammatory bowel disease	28067908	Intergenic	LOC101927745 - CYCSP42	rs2823286-?	intron_variant	NA	4e-29	GCST004131	TRUE
chr21	15445619	rs2823286	chr21	15445108	15445747	Ulcerative colitis	26192919	NR	LOC101927745 - CYCSP42	rs2823286-G	intron_variant	0.71	2e-12	GCST003045	TRUE
chr21	15445619	rs2823286	chr21	15445108	15445747	Crohn's disease	26192919	NR	LOC101927745 - CYCSP42	rs2823286-A	intron_variant	0.71	1e-24	GCST003044	TRUE
chr5	10695414	rs2930047	chr5	10694954	10695462	Inflammatory bowel disease	23128233	DAP	DAP	rs2930047-C	intron_variant	0.382	1e-8	GCST001725	TRUE
chr5	10695414	rs2930047	chr5	10694954	10695462	Crohn's disease	28067908	DAP	DAP	rs2930047-?	intron_variant	NA	4e-7	GCST004132	TRUE
chr5	10695414	rs2930047	chr5	10694954	10695462	Inflammatory bowel disease	28067908	DAP	DAP	rs2930047-?	intron_variant	NA	5e-6	GCST004131	TRUE
chr5	10695414	rs2930047	chr5	10694954	10695462	Ulcerative colitis	26192919	NR	DAP	rs2930047-G	intron_variant	0.372	1e-7	GCST003045	TRUE
chr5	10695414	rs2930047	chr5	10694954	10695462	Crohn's disease	26192919	NR	DAP	rs2930047-G	intron_variant	0.372	1e-12	GCST003044	TRUE
chr12	101823942	rs10860794	chr12	101823724	101824412	Blood protein levels	28240269	GNPTAB, RNA5SP369	GNPTAB	rs10860794-A	intron_variant	0.3114343	2e-11	GCST004365	TRUE
chr12	101823942	rs10860794	chr12	101823724	101824412	Blood protein levels	29875488	GNPTAB	GNPTAB	rs10860794-A	intron_variant	0.294	2e-16	GCST005806	TRUE
chr2	37020872	rs17020136	chr2	37020524	37021025	QRS duration	27659466	NR	HEATR5B	rs17020136-?	intron_variant	NR	1e-9	GCST003844	TRUE
chr2	37020872	rs17020136	chr2	37020524	37021025	QRS duration	27577874	STRN	HEATR5B	rs17020136-T	intron_variant	0.79	2e-9	GCST003598	TRUE
chr7	46054491	rs80077929	chr7	46054286	46055130	Tonsillectomy	27182965	IGFBP3	LOC102723446 - ZNF619P1	rs80077929-?	intergenic_variant	NR	2e-15	GCST003995	TRUE
